Minute	Commentary
81	John McGinn from Aston Villa directs the ball behind the defence, but the keeper reads the play well and comes to claim it
81	Goal kick for Southampton.
81	Adam Armstrong is leaving the field to be replaced by Armando Broja in a tactical substitution.
80	Ollie Watkins from Aston Villa tries to head the ball to a team mate, but it eventually comes to nothing.
80	A player from Aston Villa takes a long throw from right side of the pitch into the opponent's box
80	Ball possession: Southampton: 59%, Aston Villa: 41%.
79	Southampton take a throw-in at the left side of the pitch in their own half of the field
79	Jacob Ramsey from Aston Villa crosses the ball, but it goes out for a throw-in.
79	Aston Villa take a throw-in at the right side of the pitch in the opponent's half of the field
79	The game is restarted.
79	Anwar El-Ghazi is leaving the field to be replaced by Keinan Davis in a tactical substitution.
77	Mohammed Salisu is down injured and receives medical attention on the field.
77	Play has been stopped because there is a player lying on the pitch.
77	Aston Villa is trying to create something here.
77	Aston Villa plays a short goal kick.
77	Valentino Livramento from Southampton crosses the ball, but it goes out for a goal kick.
77	Southampton is trying to create something here.
76	Mohamed Elyounoussi is leaving the field to be replaced by Ibrahima Diallo in a tactical substitution.
76	The referee signals a free kick as Leon Bailey from Aston Villa trips Lyanco
75	Aston Villa is in control of the ball.
75	Southampton is trying to create something here.
75	Ball possession: Southampton: 61%, Aston Villa: 39%.
74	The referee signals a free kick as Oriol Romeu from Southampton trips John McGinn
74	Aston Villa take a throw-in at the right side of the pitch in their own half of the field
74	Southampton is in control of the ball.
73	Southampton take a throw-in at the right side of the pitch in their own half of the field
73	Jacob Ramsey from Aston Villa directs the ball behind the defence, but the keeper reads the play well and comes to claim it
73	Aston Villa is trying to create something here.
72	Southampton take a throw-in at the right side of the pitch in their own half of the field
72	Great defending by Leon Bailey from Aston Villa to prevent his team conceding a goal.
72	Southampton start a counter attack.
72	James Ward-Prowse relieves the pressure with a clearance
72	Anwar El-Ghazi puts in a cross...
72	Mohammed Salisu relieves the pressure with a clearance
72	Jacob Ramsey puts in a cross...
71	The game is restarted.
71	Emiliano Buendia is leaving the field to be replaced by Cameron Archer in a tactical substitution.
71	Matty Cash is down injured and receives medical attention on the field.
71	Play has been stopped because there is a player lying on the pitch.
70	Dangerous challenge by Mohamed Elyounoussi from Southampton. Matty Cash on the receiving end of that.
70	The game is restarted.
70	Play has been stopped because there is a player lying on the pitch.
70	Ball possession: Southampton: 61%, Aston Villa: 39%.
69	Mohamed Elyounoussi is penalised for pushing Emiliano Buendia.
69	Southampton is trying to create something here.
68	Ollie Watkins from Aston Villa is ruled offside.
68	John McGinn puts in a cross...
68	Emiliano Buendia from Aston Villa takes a short corner kick from the left.
67	Jacob Ramsey from Aston Villa tries to pick out a team-mate in the area but his cross is blocked by an opponent.
67	Aston Villa is trying to create something here.
67	The referee signals a free kick as James Ward-Prowse from Southampton trips John McGinn
67	Adam Armstrong from Southampton sees his pass blocked by an opponent.
67	James Ward-Prowse from Southampton takes a short corner kick from the left.
66	Che Adams finds himself in acres of space, but his header is turned behind by the Emiliano Martinez! Corner kick...
66	James Ward-Prowse swings in a cross from the free kick.
65	Yellow card for Axel Tuanzebe.
65	Axel Tuanzebe is penalised for pushing Adam Armstrong.
65	Goal kick for Southampton.
65	The game is restarted.
65	Ball possession: Southampton: 62%, Aston Villa: 38%.
64	Mohamed Elyounoussi is down injured and receives medical attention on the field.
64	Play has been stopped because there is a player lying on the pitch.
63	Leon Bailey goes for goal on the direct free kick, but the shot sails wide
63	Marvelous Nakamba is leaving the field to be replaced by Jacob Ramsey in a tactical substitution.
62	Yellow card for Oriol Romeu.
62	Oriol Romeu is penalised for pushing Matty Cash.
61	Aston Villa is trying to create something here.
61	Aston Villa take a throw-in at the right side of the pitch in the opponent's half of the field
60	Goal kick for Southampton.
60	Ollie Watkins from Aston Villa sends an effort wide of target
60	Aston Villa with a potentially dangerous attack.
60	Southampton is in control of the ball.
60	Ball possession: Southampton: 63%, Aston Villa: 37%.
59	Aston Villa is in control of the ball.
59	Aston Villa take a throw-in at the left side of the pitch in their own half of the field
59	James Ward-Prowse from Southampton swings in the corner from the right.
58	Tyrone Mings clears the danger but is forced to give away a corner...
58	James Ward-Prowse swings in a cross from the free kick.
57	The referee signals a free kick as Axel Tuanzebe from Aston Villa trips Che Adams
57	Southampton is trying to create something here.
57	Aston Villa is trying to create something here.
56	Southampton take a throw-in at the right side of the pitch in their own half of the field
56	Stuart Armstrong is leaving the field to be replaced by Lyanco in a tactical substitution.
56	Ball possession: Southampton: 64%, Aston Villa: 36%.
56	A shot by Adam Armstrong is blocked.
55	Tyrone Mings relieves the pressure with a clearance
55	James Ward-Prowse puts in a cross...
55	Southampton is trying to create something here.
54	Southampton is in control of the ball.
54	Southampton take a throw-in at the left side of the pitch in their own half of the field
53	Goal kick for Southampton.
53	Leon Bailey from Aston Villa crosses the ball, but it goes out for a goal kick.
53	Mohamed Elyounoussi relieves the pressure with a clearance
53	Emiliano Buendia from Aston Villa swings in the corner from the left.
53	Tyrone Mings sees his shot deflected off target
53	A chance opens up as Emiliano Buendia from Aston Villa successfully finds a team mate in the area...
53	Danger! Leon Bailey from Aston Villa successfully directs the ball behind the defence and finds a team mate...
52	Tyrone Mings from Aston Villa tries to head the ball to a team mate, but it's intercepted by an opponent player.
52	Matt Targett from Aston Villa swings in the corner from the left.
52	Stuart Armstrong clears the danger but is forced to give away a corner...
52	Anwar El-Ghazi from Aston Villa passes the ball in the box, but it's intercepted by an opponent player.
52	Aston Villa is trying to create something here.
51	Goal kick for Southampton.
51	Emiliano Buendia from Aston Villa sends an effort wide of target
51	Emiliano Buendia from Aston Villa plays a cheeky 1-2 with Ollie Watkins.
51	Southampton is in control of the ball.
50	Southampton plays a short goal kick.
50	Emiliano Buendia from Aston Villa sends an effort wide of target
50	A chance opens up as Ollie Watkins from Aston Villa successfully finds a team mate in the area...
50	Aston Villa is in control of the ball.
50	Ball possession: Southampton: 66%, Aston Villa: 34%.
49	Southampton is in control of the ball.
49	Tyrone Mings from Aston Villa tries to head the ball to a team mate, but it's intercepted by an opponent player.
49	Anwar El-Ghazi from Aston Villa successfuly makes an aerial pass to a team mate.
49	Anwar El-Ghazi from Aston Villa sees his pass blocked by an opponent.
49	Mohammed Salisu relieves the pressure with a clearance
49	Leon Bailey puts in a cross...
49	Mohamed Elyounoussi relieves the pressure with a clearance
49	Leon Bailey from Aston Villa swings in the corner from the right.
48	It's a good hit from long range by Anwar El-Ghazi who forces a save from Alex McCarthy. Corner kick.
48	Aston Villa is trying to create something here.
47	The referee signals a free kick as Tyrone Mings from Aston Villa trips Che Adams
47	Che Adams relieves the pressure with a clearance
47	Leon Bailey from Aston Villa swings in the corner from the right.
47	Anwar El-Ghazi from Aston Villa heads towards goal but sees his effort blocked.
